"REF_DATE","GEO","DGUID","Violations and calls for service","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497828","16.15.1","1","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497829","16.16.1","0","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497830","16.17.1","35","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497831","16.18.1","23","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497832","16.19.1","12","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840078","16.34.1","0","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497833","16.20.1","17","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497834","16.21.1","83","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497835","16.22.1","73","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497836","16.23.1","48","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497837","16.24.1","19","","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497838","16.25.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497839","16.26.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497840","16.27.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497841","16.28.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497842","16.29.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497843","16.30.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497844","16.31.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497845","16.32.1","","..","","","0"
"2019-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497846","16.33.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497847","17.1.1","7417","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497848","17.2.1","4685","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497849","17.3.1","2117","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497850","17.4.1","615","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497851","17.5.1","708","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497852","17.6.1","450","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497853","17.7.1","163","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497854","17.8.1","95","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497855","17.9.1","250","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497856","17.10.1","1371","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497857","17.11.1","1036","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497858","17.12.1","232","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497859","17.13.1","103","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497860","17.14.1","227","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497861","17.15.1","10","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497862","17.16.1","19","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497863","17.17.1","3577","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497864","17.18.1","1836","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497865","17.19.1","1741","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840079","17.34.1","0","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497866","17.20.1","1938","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497867","17.21.1","2399","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497868","17.22.1","3253","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497869","17.23.1","3273","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497870","17.24.1","3611","","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497871","17.25.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497872","17.26.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497873","17.27.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497874","17.28.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497875","17.29.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497876","17.30.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497877","17.31.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497878","17.32.1","","..","","","0"
"2019-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497879","17.33.1","","..","","","0"
"2019-04","Total, Selected police services","","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1267112443","20.1.1","16148","","","","0"
"2019-04","Total, Selected police services","","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112444","20.2.1","9557","","","","0"
"2019-04","Total, Selected police services","","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112445","20.3.1","4398","","","","0"
"2019-04","Total, Selected police services","","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1267112446","20.4.1","2193","","","","0"
"2019-04","Total, Selected police services","","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1267112447","20.5.1","1770","","","","0"
"2019-04","Total, Selected police services","","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112448","20.6.1","1135","","","","0"
"2019-04","Total, Selected police services","","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112449","20.7.1","303","","","","0"
"2019-04","Total, Selected police services","","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1267112450","20.8.1","332","","","","0"
"2019-04","Total, Selected police services","","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1267112451","20.9.1","614","","","","0"
"2019-04","Total, Selected police services","","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1267112452","20.10.1","3637","","","","0"
"2019-04","Total, Selected police services","","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1267112453","20.11.1","2171","","","","0"
"2019-04","Total, Selected police services","","Uttering threats by family","Actual incidents","Number","223","units","0","v1267112454","20.12.1","526","","","","0"
"2019-04","Total, Selected police services","","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1267112455","20.13.1","940","","","","0"
"2019-04","Total, Selected police services","","Total robbery [160]","Actual incidents","Number","223","units","0","v1267112456","20.14.1","1270","","","","0"
"2019-04","Total, Selected police services","","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1267112457","20.15.1","46","","","","0"
"2019-04","Total, Selected police services","","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1267112458","20.16.1","54","","","","0"
"2019-04","Total, Selected police services","","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1267112459","20.17.1","9996","","","","0"
"2019-04","Total, Selected police services","","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1267112460","20.18.1","5193","","","","0"
"2019-04","Total, Selected police services","","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1267112461","20.19.1","4735","","","","0"
"2019-04","Total, Selected police services","","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1267112476","20.34.1","68","","","","0"
"2019-04","Total, Selected police services","","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1267112462","20.20.1","6035","","","","0"
"2019-04","Total, Selected police services","","Shoplifting [213]","Actual incidents","Number","223","units","0","v1267112463","20.21.1","9015","","","","0"
"2019-04","Total, Selected police services","","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1267112464","20.22.1","9572","","","","0"
"2019-04","Total, Selected police services","","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1267112465","20.23.1","7683","","","","0"
"2019-04","Total, Selected police services","","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1267112466","20.24.1","5247","","","","0"
"2019-04","Total, Selected police services","","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1267112467","20.25.1","","..","","","0"
"2019-04","Total, Selected police services","","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1267112468","20.26.1","8911","","","","0"
"2019-04","Total, Selected police services","","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1267112469","20.27.1","2764","","","","0"
"2019-04","Total, Selected police services","","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1267112470","20.28.1","3406","","","","0"
"2019-04","Total, Selected police services","","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1267112471","20.29.1","2935","","","","0"
"2019-04","Total, Selected police services","","Calls for service, overdose","Actual incidents","Number","223","units","0","v1267112472","20.30.1","547","","","","0"
"2019-04","Total, Selected police services","","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1267112473","20.31.1","53","","","","0"
"2019-04","Total, Selected police services","","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1267112474","20.32.1","3331","","","","0"
"2019-04","Total, Selected police services","","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1267112475","20.33.1","52","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497319","1.1.1","106","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497320","1.2.1","49","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497321","1.3.1","14","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497322","1.4.1","43","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497323","1.5.1","9","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497324","1.6.1","2","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497325","1.7.1","1","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497326","1.8.1","6","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497327","1.9.1","5","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497328","1.10.1","80","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497329","1.11.1","10","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497330","1.12.1","3","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497331","1.13.1","67","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497332","1.14.1","13","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497333","1.15.1","0","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497334","1.16.1","0","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497335","1.17.1","71","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497336","1.18.1","25","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497337","1.19.1","46","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840063","1.34.1","0","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497338","1.20.1","11","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497339","1.21.1","147","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497340","1.22.1","86","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497341","1.23.1","147","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497342","1.24.1","49","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497343","1.25.1","","..","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497344","1.26.1","134","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497345","1.27.1","186","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497346","1.28.1","11","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497347","1.29.1","7","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497348","1.30.1","","..","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497349","1.31.1","","..","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497350","1.32.1","113","","","","0"
"2019-04","Royal Newfoundland Constabulary [10C01]","10C01","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497351","1.33.1","","..","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497352","2.1.1","9","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497353","2.2.1","5","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497354","2.3.1","4","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497355","2.4.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497356","2.5.1","2","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497357","2.6.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497358","2.7.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497359","2.8.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497360","2.9.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497361","2.10.1","5","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497362","2.11.1","4","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497363","2.12.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497364","2.13.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497365","2.14.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497366","2.15.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497367","2.16.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497368","2.17.1","2","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497369","2.18.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497370","2.19.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840064","2.34.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497371","2.20.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497372","2.21.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497373","2.22.1","2","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497374","2.23.1","3","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497375","2.24.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497376","2.25.1","","..","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497377","2.26.1","4","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497378","2.27.1","","..","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497379","2.28.1","9","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497380","2.29.1","0","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497381","2.30.1","1","","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497382","2.31.1","","..","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497383","2.32.1","","..","","","0"
"2019-04","Kennebecasis Region, New Brunswick, municipal [13024]","13024","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497384","2.33.1","1","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1234840080","18.1.1","1054","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840081","18.2.1","701","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840082","18.3.1","353","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1234840083","18.4.1","0","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1234840084","18.5.1","97","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840085","18.6.1","84","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1234840086","18.7.1","13","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1234840087","18.8.1","0","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1234840088","18.9.1","56","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1234840089","18.10.1","204","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1234840090","18.11.1","158","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Uttering threats by family","Actual incidents","Number","223","units","0","v1234840091","18.12.1","46","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1234840092","18.13.1","0","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Total robbery [160]","Actual incidents","Number","223","units","0","v1234840093","18.14.1","154","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1234840094","18.15.1","2","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1234840095","18.16.1","3","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1234840096","18.17.1","581","","","","0"
"2019-04","Montréal, Quebec, municipal [24175]","24175","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1234840097","18.18.1","201","","","","0"
